はたく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
からてチョップ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
おうふくビンタ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
れんぞくパンチ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
メガトンパンチ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ネコにこばん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ほのおのパンチ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
れいとうパンチ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かみなりパンチ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ひっかく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
はさむ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ハサミギロチン,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かまいたち,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
つるぎのまい,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
いあいぎり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かぜおこし,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
つばさでうつ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ふきとばし,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
そらをとぶ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
しめつける,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
たたきつける,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
つるのムチ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ふみつけ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
にどげり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
メガトンキック,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
とびげり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
まわしげり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
すなかけ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ずつき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
つのでつく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
みだれづき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
つのドリル,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
たいあたり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
のしかかり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
まきつく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
とっしん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
あばれる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
すてみタックル,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
しっぽをふる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
どくばり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ダブルニードル,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ミサイルばり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
にらみつける,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かみつく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
なきごえ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ほえる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
うたう,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ちょうおんぱ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ソニックブーム,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かなしばり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ようかいえき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ひのこ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かえんほうしゃ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
しろいきり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
みずでっぽう,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ハイドロポンプ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
なみのり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
れいとうビーム,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ふぶき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
サイケこうせん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
バブルこうせん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
オーロラビーム,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
はかいこうせん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
つつく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ドリルくちばし,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
じごくぐるま,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
けたぐり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
カウンター,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ちきゅうなげ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かいりき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
すいとる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
メガドレイン,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
やどりぎのタネ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
せいちょう,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
はっぱカッター,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ソーラービーム,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
どくのこな,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
しびれごな,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ねむりごな,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
はなびらのまい,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
いとをはく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
りゅうのいかり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ほのおのうず,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
でんきショック,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
１０まんボルト,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
でんじは,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かみなり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
いわおとし,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
じしん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
じわれ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
あなをほる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
どくどく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ねんりき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
サイコキネシス,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
さいみんじゅつ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ヨガのポーズ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
こうそくいどう,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
でんこうせっか,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
いかり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
テレポート,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ナイトヘッド,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ものまね,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
いやなおと,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かげぶんしん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
じこさいせい,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
かたくなる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ちいさくなる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
えんまく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
あやしいひかり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
からにこもる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
まるくなる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
バリアー,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ひかりのかべ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
くろいきり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
リフレクター,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
きあいだめ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
がまん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ゆびをふる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
オウムがえし,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
じばく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
タマゴばくだん,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
したでなめる,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
スモッグ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ヘドロこうげき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ホネこんぼう,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
だいもんじ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
たきのぼり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
からではさむ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
スピードスター,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ロケットずつき,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
とげキャノン,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
からみつく,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ドわすれ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
スプーンまげ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
タマゴうみ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
とびひざげり,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
へびにらみ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
ゆめくい,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
どくガス,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
たまなげ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
きゅうけつ,-1,-1,-9999,名詞,一般,*,*,*,*,*,*,*,mydic
